,highway,geometry,name,operator,barrier,wheelchair,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,leisure,wikidata,heritage,heritage:operator,heritage:website,historic,nrhp:criteria,nrhp:inscription_date,ref:nrhp,source_ref,addr:city,addr:postcode,addr:state,man_made,gnis:edited,fixme,operator:type,operator:wikidata,operator:wikipedia,name:es,addr:housenumber,addr:street,tourism,level,access,bicycle,sport,surface,lit,material,note,layer,natural,source,description,opening_hours,website,nodes,name:sr,name:sr-Latn,operator:short,wikipedia,old_name,addr:full,check_date:opening_hours,lpc:inscription_date,name:ja,name:ko,name:ru,name:tr,ref:lpc,name:en,name:zh,phone,start_date,WLAN,internet_access,name:fa,dog,smoking,pets,playground,alt_name,ref,name:el,name:he,name:lt,place,name:etymology:wikidata,name:etymology,name:etymology:wikipedia,old_name:2007-2020,maintenance,source:pkey,acres,check_date,official_name,comment,architect,loc_name,name:fr,area,fence_type,addr:country,lastcheck,building:material,height,outdoor_seating,roof:material,roof:shape,image,landuse,email,name:pt,name:uk,name:hi,name:kn,nrhp:nhl,nrhp:nhl:inscription_date,owner,short_name,architect:wikidata,architect:wikipedia,seamark:platform:category,seamark:type,construction,opening_date,proposed,noname,ways,type,description:ru,name:de,bridge,building:colour,building:part,min_height,old_railway_operator,protect_class,name:be,protected,protection_title,borough,fee,dog:conditional,garden:type,alt_wikidata,gnis:County_num,playground:theme,designation,recycling:compost,nyc:parkid,url,elevation,source:name,pets_allowed,contact:email,contact:website,nycdoitt:bin,survey:date,grass,opening_hours:covid19,name_1,name_2,alt_name_1,internet_access:fee,internet_access:ssid,leisure_2,bench,footway,fence,private,building,covered,alcohol,full_name,was:name,leaf_cycle,leaf_type
1033,,"POLYGON ((4654937.232811363 5854677.148163111, 4654922.01476334 5854670.457680112, 4654905.8144259835 5854651.031529274, 4654903.790857147 5854617.304809631, 4654899.615482956 5854581.95342672, 4654903.432554048 5854543.035404951, 4654896.864263445 5854510.203436564, 4654896.37333112 5854479.551575435, 4654912.905875491 5854425.721745148, 4654935.252544323 5854383.98364437, 4654942.213223323 5854357.516427802, 4654919.1015002765 5854331.906413933, 4654895.077788042 5854297.9065103615, 4654876.859680077 5854242.827802914, 4654861.561078899 5854181.302586998, 4654854.02245619 5854128.045517738, 4654850.528601384 5854091.769431195, 4654845.688802821 5854022.400021854, 4654856.402388677 5854024.160998846, 4654858.1687830975 5854058.1487553185, 4654865.213046183 5854092.762560338, 4654870.142019829 5854144.558119283, 4654873.495062554 5854175.452600738, 4654878.349994041 5854204.699122634, 4654881.7960560685 5854213.865826186, 4654887.863824079 5854230.643895283, 4654893.7676348835 5854239.817236763, 4654908.439074215 5854257.069186051, 4654915.861153625 5854264.539012951, 4654927.717605015 5854280.293411349, 4654938.895339726 5854301.540689509, 4654943.132245341 5854317.208228602, 4654945.596178729 5854326.753292953, 4654951.510436628 5854359.6336399, 4654953.27026611 5854377.010471002, 4654961.465767768 5854423.963561329, 4654958.020859364 5854453.475829206, 4654951.460282888 5854484.825792343, 4654943.497862948 5854526.245954969, 4654940.174056578 5854560.532086205, 4654939.845533185 5854599.064927542, 4654938.808539297 5854628.665472294, 4654938.0599837545 5854656.261544195, 4654937.232811363 5854677.148163111))",Ralph Demarco Park,,,,0,081,09/07/2007,2352117,36,park,Q49547793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2295047625, 2295047626, 2295047627, 2295047628, 2295047629, 2295047630, 2295047631, 2295047632, 2295047633, 2295047634, 2295047635, 2295047636, 2295047637, 2295047638, 2295047639, 2295047640, 2295047641, 2300336293, 2300336294, 2300336295, 2295047642, 2295047643, 2295047644, 3778313797, 2295047645, 3778313783, 2295047646, 3778313787, 2295047647, 3778313782, 3778313815, 2295047648, 2295047649, 2295047650, 2295047651, 2295047652, 2295047653, 2295047654, 2295047655, 2295047656, 2295047657, 2295047658, 2295047659, 2295047625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,"POLYGON ((4655291.000260288 5850242.184213033, 4655293.625044915 5850238.703456677, 4655297.169803413 5850237.7986338725, 4655301.204377947 5850238.467102215, 4655304.477185734 5850243.309026917, 4655302.941174857 5850309.927175456, 4655301.335301538 5850312.056689355, 4655298.631385255 5850312.154225647, 4655280.566559249 5850309.265207429, 4655276.609181056 5850307.400101854, 4655275.851052126 5850304.301832571, 4655291.000260288 5850242.184213033))",Sixteen Oaks Grove,New York City Department of Parks and Recreation,,,5,081,09/05/2007,2351623,36,park,Q49543735,,,,,,,,,Queens,11101,NY,,,,public,Q1894232,,,,"37th Avenue, 14th Street, 21st Street",,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/sixteen-oaks-grove/,"[2297284225, 2297284226, 2297284227, 2297284228, 2297284229, 2297284230, 2297284231, 2297284232, 2297284233, 2297284234, 2297284235, 2297284225]",,,NYC Parks,,Placella Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,"POLYGON ((4654718.71872089 5851441.040335975, 4654644.115182245 5851559.633473669, 4654634.52903688 5851574.871370157, 4654566.67067285 5851570.657268322, 4654567.477432331 5851545.727880592, 4654579.769826507 5851509.60503929, 4654573.812257875 5851492.1388933435, 4654515.544254094 5851454.547295448, 4654496.016973963 5851432.509955587, 4654491.5776898535 5851417.91907446, 4654494.519402137 5851411.557665456, 4654508.361331744 5851410.22995074, 4654517.947526354 5851408.032359415, 4654514.725263638 5851398.886952689, 4654495.792252699 5851401.597441018, 4654488.014621811 5851401.072539045, 4654486.154252153 5851392.394824437, 4654645.097201867 5851393.444589142, 4654645.404128367 5851387.995391727, 4654676.805267229 5851388.771187871, 4654694.567089388 5851379.6321732635, 4654698.435223421 5851403.424484455, 4654698.319652296 5851416.089355604, 4654697.926420166 5851420.405190566, 4654716.95593517 5851421.379505395, 4654720.193217121 5851432.334085817, 4654718.71872089 5851441.040335975))",Socrates Sculpture Garden,,,,2,081,11/21/2005,2079301,36,park,Q7553113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2401757733, 2797320020, 2401757734, 2401757735, 2401757736, 2401757737, 2401757738, 2401757740, 2796727171, 2796727170, 2796727169, 2796726968, 2796726967, 2796726966, 2796726965, 2796726964, 2796726961, 2796726963, 2796726962, 2401757742, 2401757743, 2799390795, 2799390796, 2799390794, 2401757744, 2401757745, 2401757733]",,,,en:Socrates Sculpture Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,"POLYGON ((4658979.8007658385 5854510.875794475, 4658975.96793122 5854514.769557154, 4658972.9365697745 5854518.046742958, 4658969.938722371 5854521.569928027, 4658966.957606599 5854525.207605192, 4658964.378381655 5854528.928293242, 4658962.427474897 5854534.464800611, 4658961.580993662 5854539.274160553, 4658961.094670745 5854543.914323903, 4658960.888962664 5854549.2078897115, 4658962.263857435 5854554.032287102, 4659023.50801277 5854662.052061245, 4659024.092917871 5854663.054260313, 4659026.810838404 5854653.46296884, 4659031.434228185 5854647.9767718725, 4659032.904575691 5854646.236011775, 4659029.421550948 5854643.65486078, 4659059.811899634 5854614.369820644, 4659061.330839448 5854612.428116277, 4659060.737058701 5854611.198532851, 4659015.152896466 5854557.7733115, 4658990.996411077 5854527.093411568, 4658994.604508912 5854524.812210744, 4658986.303201949 5854514.431339682, 4658982.838260373 5854509.674200404, 4658979.8007658385 5854510.875794475))",Planeview Park,,,,6,081,09/07/2007,2352086,36,park,Q49543786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/planeview-park,"[2440758118, 11182151317, 11182151318, 11182151319, 11182151320, 11182151321, 11182151322, 11182151323, 11182151324, 11182151325, 11182151326, 5937437284, 5937438987, 5937438985, 11182172859, 2440758154, 11182172857, 2802484447, 2802484448, 2440758123, 10080945734, 11182172855, 11182172854, 2440758125, 11182151316, 2440758118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,"POLYGON ((4658269.874455612 5852690.457072925, 4658268.159760905 5852704.655499166, 4658393.873085804 5852826.21080625, 4658431.56946598 5852865.182130031, 4658449.840892506 5852751.788026504, 4658462.4904064275 5852676.150306839, 4658471.965834109 5852649.093882811, 4658482.109081574 5852618.33319843, 4658494.062869374 5852589.737269007, 4658461.608837705 5852557.764460722, 4658397.4585203715 5852594.495941911, 4658363.632576717 5852615.026750017, 4658339.941658615 5852631.671009172, 4658317.482916877 5852649.075907267, 4658293.666636689 5852667.407153614, 4658269.874455612 5852690.457072925))",Saint Michael's Playground,,,,10,081,09/05/2007,2351665,36,park,Q49556128,,,,,,,,,,,,,10/23/2007,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/st-michaels-playground,"[2446078936, 2446081729, 2446078937, 2446081721, 2446081724, 2446081726, 2446078944, 2446078946, 2446078945, 2446078941, 2446078942, 2446078943, 2446081734, 2446081728, 2446081733, 2446078936]",,,,,,,,,,,,,,,,,,,,,,,,,,Q174A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,"POLYGON ((4662225.315136191 5854034.903341147, 4662243.502156963 5853991.369665956, 4662308.605989947 5854094.083653534, 4662293.1909053475 5854103.471723378, 4662225.315136191 5854034.903341147))",Corona Plaza,,,,,,,,,park,Q105612164,,,,,,,,,Corona,11368,NY,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/corona-plaza,"[2448773348, 2448773345, 2448773351, 2448773354, 2448773348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,"POLYGON ((4670908.568142591 5852534.873771187, 4671011.661742121 5852698.442234462, 4671009.317922574 5852709.454760095, 4670829.250882337 5852815.223576277, 4670734.140453018 5852877.35616632, 4670727.699328851 5852875.745569029, 4670621.246838698 5852714.992298227, 4670620.217891391 5852707.820694376, 4670899.81535548 5852531.735039936, 4670908.568142591 5852534.873771187))",Rufus King Park,New York City Department of Parks and Recreation,,,15,081,01/23/1980,954638,36,park,Q34859184,,,,,,,,,,,,,11/02/2007,,public,Q1894232,,,,,,,,,,,,,,,,,,,,"[2453267235, 11532097727, 2453267257, 11532097726, 11532097725, 2453267404, 11532097733, 2453267377, 11532097731, 2453267235]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,"POLYGON ((4655164.828903411 5853085.06396929, 4655171.21710084 5853136.565497524, 4655162.560919558 5853137.800699398, 4655037.780544119 5853155.637551838, 4655035.899217753 5853154.16670813, 4655035.6303700665 5853152.2336771, 4655036.286257801 5853149.98088866, 4655041.265111194 5853146.835247225, 4655045.028064404 5853149.861968289, 4655075.487564463 5853134.687328482, 4655136.493083936 5853100.807101153, 4655164.828903411 5853085.06396929))",,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2457084018, 2457084019, 3133710396, 2457084020, 3133710405, 3133710404, 3133710403, 3133710402, 3133710401, 3133710400, 3133710393, 2457084018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,"POLYGON ((4655194.443978742 5853064.858393431, 4655197.12813303 5853082.879630598, 4655309.245478915 5853070.156221463, 4655304.797724274 5853027.836495301, 4655298.7937022215 5853023.644089604, 4655194.443978742 5853064.858393431))",Chappetto Square,New York City Department of Parks and Recreation,,,10,081,09/07/2007,2352110,36,park,Q34816485,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/chappetto-square/,"[2457084021, 2457084022, 2457084023, 2457180038, 2457084024, 2457084021]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q124905678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,"POLYGON ((4655183.972266305 5852937.186160857, 4655194.527570579 5853025.077490139, 4655297.601206709 5852982.136293564, 4655296.199612347 5852934.788576181, 4655183.972266305 5852937.186160857))",Triborough Bridge Playground B,New York City Department of Parks and Recreation,,,,,,,,park,,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/triborough-bridge-playground-b,"[2457084025, 2457084026, 2457084027, 2457084028, 2457084025]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,"POLYGON ((4655492.021461647 5852960.661673898, 4655486.992831205 5852914.052406922, 4655413.69282187 5852921.676169471, 4655418.721523168 5852968.284997165, 4655492.021461647 5852960.661673898))",Triborough Bridge Playground D,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/triborough-bridge-playground-d,"[2457084033, 2457084034, 2457084035, 2457084036, 2457084033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,"POLYGON ((4655586.015280124 5852951.660968851, 4655519.470062897 5852958.055578243, 4655514.946198525 5852912.861832159, 4655581.483270773 5852906.460638264, 4655586.015280124 5852951.660968851))",Triborough Bridge Playground E,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/triborough-bridge-playground-e,"[2457084037, 2457084038, 2457084039, 2457084040, 2457084037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,"POLYGON ((4654482.100764977 5852050.393969695, 4654490.791990509 5852018.930447633, 4654508.444731298 5851949.492004045, 4654509.352439894 5851946.819072824, 4654525.9974102955 5851923.780891329, 4654549.2647565715 5851932.159280682, 4654570.842349406 5851940.009161323, 4654560.926136784 5851965.868252663, 4654555.79381464 5851978.22545387, 4654554.654449947 5851986.930376613, 4654554.249933863 5851994.9517280115, 4654554.074641084 5852002.92555721, 4654556.321891485 5852014.609376439, 4654559.38655621 5852023.56909412, 4654565.524875095 5852035.068125174, 4654574.005263619 5852046.248226399, 4654588.959333153 5852062.142744025, 4654595.361789875 5852071.975754533, 4654600.76787366 5852082.685119071, 4654601.665484035 5852088.365102832, 4654583.58911206 5852083.376445866, 4654566.398540508 5852078.63214283, 4654555.950406523 5852075.939018334, 4654542.081248608 5852072.0386162, 4654516.36890379 5852064.833612764, 4654485.433461545 5852056.520315722, 4654482.100764977 5852050.393969695))",Hallets Cove Playground,New York City Department of Parks and Recreation,,,,,,,,park,,,,,,,,,,,,,,,,public,Q1894232,en:New York City Department of Parks and Recreation,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/hallets-cove-playground/,"[2106836347, 2106836312, 2538753639, 2459379824, 2538753642, 2538753660, 2459379811, 8807964831, 2459379826, 2459379812, 2459379827, 2459379820, 2459379813, 2459379821, 2459379814, 2459379815, 2459379816, 2459379817, 2459379818, 2459379819, 8807964836, 8807964833, 11308198898, 11308198897, 2106836330, 2106836349, 2106836347]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,"POLYGON ((4654973.483523093 5848403.751421565, 4654976.47182592 5848365.82674286, 4654976.557330451 5848364.772337164, 4654975.917885794 5848362.86648599, 4654974.847806856 5848361.805814245, 4654973.0020396 5848361.398104244, 4654971.251219606 5848362.07907107, 4654970.452362446 5848363.053614563, 4654947.966268692 5848393.303170544, 4654973.483523093 5848403.751421565))",Gordan Triangle,New York City Department of Parks and Recreation,,,3,,,2352592,,park,Q49494697,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/gordon-triangle/,"[2470434413, 2470434426, 2470434414, 2470434418, 11622964572, 2470434419, 2470434415, 2470434423, 2470434416, 2470434413]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q124903805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,"POLYGON ((4657445.391022982 5854314.865028033, 4657456.581211619 5854420.18711048, 4657532.527626254 5854412.254052256, 4657520.569523813 5854307.674462467, 4657445.391022982 5854314.865028033))",Paul Raimonda Playground,New York City Department of Parks and Recreation,,,8,081,09/07/2007,2352104,36,park,,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,,"[2482303617, 1475395224, 1475395218, 1475395221, 2482303617]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,"POLYGON ((4656688.425505468 5854440.838066138, 4656723.642975685 5854437.437213507, 4656719.482657058 5854395.945138272, 4656714.823170122 5854349.528674105, 4656681.555320375 5854352.739570397, 4656683.204351256 5854369.155083928, 4656666.140592202 5854370.860056693, 4656654.335116848 5854371.7344229575, 4656638.345043594 5854373.486745841, 4656641.837485569 5854408.263175744, 4656657.91805649 5854406.630191509, 4656669.321207421 5854405.502917275, 4656684.7470667865 5854404.122051794, 4656688.425505468 5854440.838066138))",Steinway Playground,,,,8,081,09/07/2007,2352107,36,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2482314284, 2482314285, 2482314293, 2482314286, 2482314287, 2482314288, 2482314296, 2482314297, 2482314289, 2482314290, 2482314301, 2482314300, 2482314291, 2482314284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,,"POLYGON ((4656658.500873566 5854531.469062452, 4656730.969745929 5854522.674976597, 4656738.596787471 5854594.07303523, 4656739.6345440205 5854603.816717117, 4656720.466829145 5854606.171818993, 4656704.11696492 5854608.177878426, 4656685.170482922 5854610.496448234, 4656667.977018877 5854612.611929463, 4656666.588500078 5854600.719824388, 4656658.500873566 5854531.469062452))",Woodtree Playground,,,,6,081,09/07/2007,2352108,36,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2482324450, 2482324452, 2482324504, 2482324506, 2482324500, 2482324498, 2482324487, 2482324489, 2482324483, 2482324450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,"POLYGON ((4654777.981607628 5850412.4288479155, 4654795.549123993 5850328.519682423, 4654834.735122811 5850336.839047136, 4654825.513190741 5850380.905085676, 4654859.335494325 5850388.096745691, 4654850.997555011 5850427.9464237485, 4654777.981607628 5850412.4288479155))",Spirit Playground,,,,4,081,09/05/2007,2351604,36,park,Q49564435,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,"[2482941856, 2482941857, 2482941858, 2482941859, 2482941860, 2482941861, 2482941856]",,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,"POLYGON ((4654931.080019787 5851400.530068474, 4654932.974830145 5851325.783867263, 4654969.17784287 5851326.264355165, 4654978.669853624 5851282.075295997, 4655095.839597914 5851306.185852785, 4655096.19903541 5851402.865760574, 4655048.047855243 5851402.190173378, 4655007.404066819 5851401.869744729, 4654931.080019787 5851400.530068474))",,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2504461332, 2504461333, 2504461334, 2504461335, 2504461336, 2504461337, 8490352112, 8490352093, 2504461332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,,"POLYGON ((4673135.802761827 5845360.500304686, 4673103.06405811 5845324.350819513, 4673114.9167148005 5845323.447252815, 4673149.464259205 5845318.698761498, 4673158.105136802 5845311.817379749, 4673171.086015046 5845299.190367308, 4673203.258358133 5845283.929623283, 4673238.162927134 5845284.107043615, 4673281.552157146 5845297.8821532, 4673306.905555726 5845313.600588458, 4673338.145654712 5845328.157705495, 4673364.582908278 5845347.822248569, 4673386.450906526 5845352.818827792, 4673411.282819588 5845351.013146828, 4673449.216256224 5845341.922564962, 4673371.083646952 5845412.350622861, 4673376.148535028 5845417.366342565, 4673289.791114064 5845493.935468697, 4673251.356530285 5845455.027566439, 4673213.653702093 5845414.242896599, 4673150.233879607 5845346.84454819, 4673135.802761827 5845360.500304686))",Hamilton Beach Park,Natoinal Park Service,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2552977488, 2552977491, 1702842075, 1702841863, 1702841789, 1702841708, 1702841482, 243410239, 1702841299, 1702841276, 1702841238, 1702841236, 1702841176, 736527929, 1702841021, 2552977515, 2552977525, 2552977526, 6382350065, 6382350062, 5124275982, 2552977488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,"POLYGON ((4654844.115348246 5847978.865637284, 4654851.982201267 5847962.265174519, 4654855.303779949 5847953.681921117, 4654858.992187768 5847944.663118625, 4654855.395176955 5847943.0208223285, 4654785.871538386 5847915.369354589, 4654784.070018554 5847919.334535758, 4654772.978602216 5847915.028998996, 4654767.722458338 5847927.121095413, 4654763.451540535 5847935.972089713, 4654758.967375009 5847942.9673404815, 4654760.951559411 5847944.987791013, 4654764.796347193 5847948.8847333, 4654767.750330595 5847947.8728202125, 4654796.5358594945 5847959.526494728, 4654810.345704878 5847965.117588588, 4654844.115348246 5847978.865637284))",,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2618767563, 2618767595, 2618767560, 2618767564, 2408209087, 2408209084, 2618767596, 2618767565, 11249821749, 2618767566, 11211160031, 2853020500, 2853020808, 2853020441, 2853020401, 2853020073, 2618767563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,"POLYGON ((4670278.00063302 5863161.951327645, 4670184.385968564 5863268.086344944, 4670139.029530415 5863226.699266349, 4670272.960333007 5863157.970747009, 4670278.00063302 5863161.951327645))",Catherine Turner Richardson Park,,,,23,081,03/19/2008,2392436,36,park,Q34815105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2637761545, 2637761549, 2637761547, 2637761544, 2637761545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,"POLYGON ((4668543.723850479 5852473.024616367, 4668555.970426492 5852478.838633607, 4668574.964422827 5852487.66643806, 4668592.826403509 5852502.572527794, 4668625.146697296 5852530.47304049, 4668689.117312711 5852581.638148608, 4668812.404794648 5852507.640401114, 4668843.108537547 5852465.2255840385, 4668862.366071458 5852450.763158679, 4668875.972134639 5852446.540814982, 4668989.226998605 5852452.741605801, 4668995.036776298 5852379.033812178, 4668945.090061039 5852377.180676325, 4668878.608898584 5852406.365720136, 4668819.430429029 5852431.403605585, 4668755.047015535 5852455.970980294, 4668719.561229014 5852464.3603354115, 4668687.966643779 5852461.1951338155, 4668635.944664473 5852447.420955633, 4668541.084200737 5852465.503983004, 4668543.723850479 5852473.024616367))",Manton Playground,,,yes,34,081,03/25/2008,2414638,36,park,Q49521331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nycgovparks.org/parks/Q220G/map,,,https://www.nycgovparks.org/,"[2657963188, 2657963189, 2657963190, 2657963191, 2657963192, 2657963193, 2657963194, 2657963195, 2657963196, 2657963197, 2657963198, 2657963199, 2657963200, 2657963201, 2657963202, 2657963203, 2657963204, 2657963205, 2657963206, 2657963207, 2657963188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,"POLYGON ((4672386.760996609 5852005.937998382, 4672452.946927067 5852162.355870483, 4672255.851853966 5852249.599453869, 4672253.292797647 5852250.791458816, 4672220.026998312 5852174.679933587, 4672343.149039602 5852117.407637901, 4672310.491116136 5852042.199124317, 4672386.760996609 5852005.937998382))",Marconi Park,,,yes,,,,,,park,,,,,,,,,,,11433,,,,,,,,,,,,,,,,,,,Park ID: Q127,,,http://www.nycgovparks.org/parks/Q127/map,,,https://nycgovparks.com/,"[2673353755, 2673353756, 2673353757, 8484022831, 2673353758, 2673353759, 2673353760, 2673353755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
